"ID","Earnings"
132,9818.1275087724
133,9760.57551494051
134,9820.24218620595
135,9806.09414071317
136,9806.09414071317
137,9810.53058991569
138,9757.79448717332
139,9826.24981644017
140,9807.36515097356
141,9805.96219929985
142,9810.13989654862
143,9800.78160283491
144,9805.96219929985
145,9812.11660145805
146,9825.73690360038
147,9822.76658670186
148,9814.50882115306
149,9820.24218620595
150,9827.30180066656
151,9805.78805759495
152,9810.53058991569
153,9810.53058991569
154,9812.11660145805
155,9805.78805759495
156,9805.96219929985
157,9808.55813742428
158,9818.1275087724
159,9807.34974003374
160,9824.87838373238
161,9808.55813742428
162,9825.73690360038
163,9806.09414071317
164,9805.78805759495
165,9818.87268679936
166,9807.34974003374
167,9806.09414071317
168,9823.10015904917
169,9816.0238293733
170,9812.11660145805
171,9809.34213857856
172,9785.74672462506
173,9805.73569855098
174,9755.93394331123
175,9810.13989654862
176,9816.09515334355
177,9806.09414071317
178,9807.34974003374
179,9817.45924698115
180,9809.34213857856
181,9810.13989654862
182,9810.13989654862
183,9825.73690360038
184,9827.35217770792
185,9811.81807308781
186,9808.27837131612
187,9813.17926495098
188,9808.55813742428
189,9808.27837131612
190,9805.96219929985
191,9827.30180066656
192,9811.81807308781
193,9826.44386292438
194,9875.57929247353
195,9827.51743375276
196,9826.88029184587
197,9805.78805759495
198,9808.55813742428
199,9806.09414071317
200,9807.34974003374
201,9825.40904815347
202,9810.13989654862
203,9805.78805759495
204,9814.50882115306
205,9820.24218620595
206,9814.50882115306
207,9806.49220123245
208,9822.76658670186
209,9826.88029184587
210,9824.35842819589
211,9807.34974003374
212,9812.11660145805
213,9827.51743375276
214,9812.11660145805
215,9812.11660145805
216,9812.11660145805
217,9756.53335891811
218,9808.55813742428
219,9762.339415653
220,9806.62843189757
221,9814.58928870178
222,9807.36515097356
223,9824.35842819589
224,9810.13989654862
225,9805.73569855098
226,9823.88292624805
227,9821.54677757489
228,9823.10015904917
229,9805.96219929985
230,9810.53058991569
231,9825.73690360038
232,9821.63818893259
233,9806.49220123245
234,9814.50882115306
235,9805.96219929985
236,9806.09414071317
237,9813.17926495098
238,9810.13989654862
239,9821.63818893259
240,9814.58928870178
241,9806.62843189757
242,9806.62843189757
243,9807.36515097356
244,9827.53203445926
245,9810.53058991569
246,9810.13989654862
247,9812.11660145805
248,9817.45924698115
249,9756.53335891811
250,9827.35217770792
251,9760.57551494051
252,9807.34974003374
253,9806.49220123245
254,9806.49220123245
255,9762.339415653
256,9805.96219929985
257,9808.27837131612
258,9808.55813742428
259,9827.51743375276
260,9811.52929648732
261,9807.34974003374
262,9771.43209523801
263,9805.73569855098
264,9805.96219929985
265,9810.53058991569
266,9823.10015904917
267,9810.53058991569
268,9806.49220123245
269,9813.17926495098
270,9823.88292624805
271,9807.34974003374
272,9826.44386292438
273,9805.73569855098
274,9800.78160283491
275,9810.13989654862
276,9808.27837131612
277,9807.34974003374
278,9808.27837131612
279,9817.45924698115
280,9818.1275087724
281,9827.35217770792
282,9817.45924698115
283,9814.50882115306
284,9806.49220123245
285,9774.1092062977
286,9776.90373506822
287,9811.81807308781
288,9817.45924698115
289,9816.0238293733
290,9760.57551494051
291,9806.09414071317
292,9803.63079930966
293,9807.34974003374
294,9810.13989654862
295,9808.27837131612
296,9809.34213857856
297,9757.79448717332
298,9826.88029184587
299,9826.88029184587
300,9811.81807308781
301,9806.49220123245
302,9806.62843189757
303,9823.10015904917
304,9826.24981644017
305,9771.43209523801
306,9805.78805759495
307,9811.52929648732
308,9812.11660145805
309,9823.88292624805
310,9826.88029184587
311,9810.53058991569
312,9807.34974003374
313,9760.57551494051
314,9827.51743375276
315,9805.78805759495
316,9816.09515334355
317,9821.54677757489
318,9813.17926495098
319,9812.11660145805
320,9805.96219929985
321,9807.34974003374
322,9806.62843189757
323,9779.79300670096
324,9819.97818692843
325,9818.1275087724
326,9824.87838373238
327,9826.24981644017
328,9797.85418358722
329,9818.87268679936
330,9808.55813742428
331,9755.67142846917
332,9811.52929648732
333,9756.81172310713
334,9927.98519328601
335,9827.51743375276
336,9827.53203445926
337,9814.50882115306
338,9809.34213857856
339,9823.88292624805
340,9818.87268679936
341,9805.78805759495
342,9805.78805759495
343,9827.51743375276
344,9807.34974003374
345,9806.49220123245
346,9818.87268679936
347,9806.49220123245
348,9826.44386292438
349,9817.45924698115
350,9808.55813742428
351,9807.34974003374
352,9810.13989654862
353,9808.27837131612
354,9821.54677757489
355,9818.1275087724
356,9814.58928870178
357,9806.62843189757
358,9794.86805389357
359,10061.712176031
360,9807.36515097356
361,9809.34213857856
362,9821.63818893259
363,9806.49220123245
364,9806.09414071317
365,9816.0238293733
366,9776.90373506822
367,9824.87838373238
368,9811.52929648732
369,9810.13989654862
370,9808.55813742428
371,9806.09414071317
372,9810.13989654862
373,9805.96219929985
374,9826.44386292438
375,9813.17926495098
376,9808.27837131612
377,9814.50882115306
378,9827.30180066656
379,9806.09414071317
380,9810.53058991569
381,9812.11660145805
382,9825.40904815347
383,9808.55813742428
384,9808.55813742428
385,9811.81807308781
386,9823.10015904917
387,9806.09414071317
388,9760.57551494051
389,9810.13989654862
390,9814.58928870178
391,9805.78805759495
392,9805.96219929985
393,9813.17926495098
394,9807.36515097356
395,9817.45924698115
396,9813.17926495098
397,9818.87268679936
398,9811.81807308781
399,9821.63818893259
400,9764.32736201035
401,9834.08915545826
402,9806.62843189757
403,9812.11660145805
404,9807.34974003374
405,9808.27837131612
406,9759.05460112463
407,9824.87838373238
408,9806.62843189757
409,9812.11660145805
410,9807.34974003374
411,9807.34974003374
412,9806.09414071317
413,9805.73569855098
414,9755.67142846917
415,9805.73569855098
416,9809.34213857856
417,9813.89170994158
418,9811.81807308781
419,9826.98614032454
420,9820.24218620595
421,9826.44386292438
422,9814.50882115306
423,9805.96219929985
424,9819.97818692843
425,9806.38324136755
426,9812.11660145805
427,9808.55813742428
428,9820.24218620595
429,9826.24981644017
430,9824.35842819589
431,9814.50882115306
432,9808.27837131612
433,9810.53058991569
434,9823.10015904917
435,9814.58928870178
436,9805.73569855098
437,9824.87838373238
438,9806.62843189757
439,9813.17926495098
440,9813.17926495098
441,9810.13989654862
442,9813.89170994158
443,9779.79300670096
444,9818.87268679936
445,9814.58928870178
446,9812.11660145805
447,9827.51743375276
448,9821.54677757489
449,9757.47620886189
450,9807.34974003374
451,9806.09414071317
452,9812.11660145805
453,9807.36515097356
454,9807.36515097356
455,9827.30180066656
456,9827.30180066656
457,9774.1092062977
458,9814.58928870178
459,9808.27837131612
460,9806.09414071317
461,9810.13989654862
462,9826.98614032454
463,9818.1275087724
464,9824.87838373238
465,9816.0238293733
466,9806.49220123245
467,9819.97818692843
468,9808.55813742428
469,9808.55813742428
470,9820.24218620595
471,9810.13989654862
472,9805.73569855098
473,9807.34974003374
474,9805.73569855098
475,9827.53203445926
476,9825.73690360038
477,9820.24218620595
478,9806.49220123245
479,9812.11660145805
480,9809.34213857856
481,9806.38324136755
482,9822.76658670186
483,9807.36515097356
484,9821.54677757489
485,9816.0238293733
486,9821.54677757489
487,9814.50882115306
488,9821.63818893259
489,9794.86805389357
490,9825.40904815347
491,9788.80190413025
492,9827.53203445926
493,9806.09414071317
494,9806.62843189757
495,9810.13989654862
496,9826.24981644017
497,9827.30180066656
498,9806.49220123245
499,9821.54677757489
500,9822.76658670186
501,9810.13989654862
502,9807.34974003374
503,9810.53058991569
504,9805.78805759495
505,9776.90373506822
506,9818.87268679936
507,9810.13989654862
508,9807.36515097356
509,9813.17926495098
510,9826.24981644017
511,9814.58928870178
512,9823.88292624805
513,9811.81807308781
514,9814.50882115306
515,9827.35217770792
516,9818.87268679936
517,9813.89170994158
518,9807.34974003374
519,9805.78805759495
520,9827.53203445926
521,9826.88029184587
522,9826.98614032454
523,9806.09414071317
524,9785.76472311123
525,9805.78805759495
526,9806.62843189757
527,9806.49220123245
528,9813.17926495098
529,9821.63818893259
530,9782.75424552396
531,9806.62843189757
532,9805.96219929985
533,9824.35842819589
534,9814.50882115306
535,9812.11660145805
536,9814.58928870178
537,9817.45924698115
538,9823.88292624805
539,9806.38324136755
540,9805.78805759495
541,9807.34974003374
542,9812.11660145805
543,9806.49220123245
544,9825.73690360038
545,9814.58928870178
546,9810.53058991569
547,9805.78805759495
548,9825.40904815347
549,9806.49220123245
550,9814.50882115306
551,9827.51743375276
552,9806.09414071317
553,9808.55813742428
554,9813.17926495098
555,9806.62843189757
556,9814.58928870178
557,9823.10015904917
558,9811.81807308781
559,9805.96219929985
560,9827.30180066656
561,9810.13989654862
562,9820.24218620595
563,9805.73569855098
564,9776.90373506822
565,9810.13989654862
566,9809.34213857856
567,9826.88029184587
568,9808.55813742428
569,9814.50882115306
570,9810.13989654862
571,9821.63818893259
572,9806.62843189757
573,9810.13989654862
574,9808.55813742428
575,9805.96219929985
576,9806.49220123245
577,9808.27837131612
578,9806.49220123245
579,9808.55813742428
580,9813.17926495098
581,9826.44386292438
582,9810.13989654862
583,9812.11660145805
584,9826.98614032454
585,9808.27837131612
586,9824.87838373238
587,9785.76472311123
588,9813.17926495098
589,9814.50882115306
590,9806.62843189757
591,9824.87838373238
592,9811.81807308781
593,9808.55813742428
594,9816.0238293733
595,9756.53335891811
596,9806.49220123245
597,9823.88292624805
598,9816.0238293733
599,9760.57551494051
600,9756.53335891811
601,9814.50882115306
602,9805.78805759495
603,9814.58928870178
604,9811.52929648732
605,9814.50882115306
606,9818.87268679936
607,9805.78805759495
608,9805.73569855098
609,9827.35217770792
610,9805.73569855098
611,9808.55813742428
612,9810.13989654862
613,9806.49220123245
614,9821.63818893259
615,9823.88292624805
616,9822.76658670186
617,9818.87268679936
618,9774.1092062977
619,9794.86805389357
620,9806.09414071317
621,9916.59105302045
622,9808.27837131612
623,9807.34974003374
624,9805.96219929985
625,9805.73569855098
626,9821.54677757489
627,9807.34974003374
628,9825.73690360038
629,9827.51743375276
630,9807.36515097356
631,9812.11660145805
632,9827.53203445926
633,9816.09515334355
634,9827.51743375276
635,9808.55813742428
636,9810.13989654862
637,9826.98614032454
638,9813.17926495098
639,9818.1275087724
640,9811.81807308781
641,9812.11660145805
642,9814.58928870178
643,9823.88292624805
644,9824.35842819589
645,9806.62843189757
646,9824.87838373238
647,9803.63079930966
648,9810.53058991569
649,9808.55813742428
650,9806.49220123245
651,9824.87838373238
652,9807.36515097356
653,9805.96219929985
654,9817.45924698115
655,9762.339415653
656,9794.86805389357
657,9805.96219929985
658,9817.45924698115
659,9827.35217770792
660,9808.27837131612
661,9814.50882115306
662,9813.17926495098
663,9813.17926495098
664,9825.73690360038
665,9821.54677757489
666,9808.27837131612
667,9766.51942401737
668,9808.27837131612
669,9773.80935622241
670,9807.36515097356
671,9812.11660145805
672,9821.54677757489
673,9807.36515097356
674,9826.24981644017
675,9823.88292624805
676,9826.98614032454
677,9827.53203445926
678,9816.09515334355
679,9811.81807308781
680,9826.44386292438
681,9810.13989654862
682,9816.09515334355
683,9805.73569855098
684,9827.30180066656
685,9814.58928870178
686,9811.81807308781
687,9806.38324136755
688,9814.58928870178
689,9810.13989654862
690,9806.49220123245
691,9806.62843189757
692,9808.27837131612
693,9806.09414071317
694,9810.53058991569
695,9825.40904815347
696,9805.78805759495
697,9811.81807308781
698,9812.11660145805
699,9788.80190413025
700,9806.09414071317
701,9790.30013373402
702,9806.09414071317
703,9818.1275087724
704,9809.34213857856
705,9807.34974003374
706,9812.11660145805
707,9807.34974003374
708,9806.49220123245
709,9814.50882115306
710,9805.73569855098
711,9813.89170994158
712,9818.1275087724
713,9807.34974003374
714,9807.34974003374
715,9774.1092062977
716,9818.87268679936
717,9823.88292624805
718,9808.55813742428
719,9824.87838373238
720,9820.24218620595
721,9816.0238293733
722,9826.44386292438
723,9808.55813742428
724,9827.53203445926
725,9810.13989654862
726,9826.98614032454
727,9810.13989654862
728,9817.45924698115
729,9805.73569855098
730,9809.34213857856
731,9805.78805759495
732,9806.09414071317
733,9809.34213857856
734,9817.45924698115
735,9756.81172310713
736,9805.78805759495
737,9827.30180066656
738,9810.13989654862
739,9810.53058991569
740,9810.53058991569
741,9811.81807308781
742,9807.34974003374
743,9819.97818692843
744,9813.17926495098
745,9811.81807308781
746,9814.50882115306
747,9814.58928870178
748,9805.78805759495
749,9808.27837131612
750,9806.49220123245
751,9810.13989654862
752,9805.73569855098
753,9806.62843189757
754,9810.13989654862
755,9807.36515097356
756,9814.58928870178
757,9827.51743375276
758,9814.50882115306
759,9816.0238293733
760,9810.13989654862
761,9807.36515097356
762,9826.88029184587
763,9809.34213857856
764,9823.88292624805
765,9803.63079930966
766,9810.53058991569
767,9805.78805759495
768,9825.40904815347
769,9768.89482642657
770,9809.02148882869
771,9820.24218620595
772,9817.45924698115
773,9807.34974003374
774,9822.76658670186
775,9827.35217770792
776,9782.75424552396
777,9810.53058991569
778,9808.55813742428
779,9806.62843189757
780,9822.76658670186
781,9826.44386292438
782,9762.339415653
783,9805.96219929985
784,9806.62843189757
785,9810.53058991569
786,9820.24218620595
787,9805.73569855098
788,9805.96219929985
789,9827.30180066656
790,9813.89170994158
791,9807.36515097356
792,9810.13989654862
793,9805.73569855098
794,9826.98614032454
795,9806.49220123245
796,9814.50882115306
797,9806.49220123245
798,9806.49220123245
799,9816.09515334355
800,9810.13989654862
801,9776.90373506822
802,9808.55813742428
803,9825.40904815347
804,9808.55813742428
805,9825.40904815347
806,9817.45924698115
807,9823.88292624805
808,9805.73569855098
809,9805.73569855098
810,9816.09515334355
811,9816.09515334355
812,9814.50882115306
813,9864.06590585899
814,9810.13989654862
815,9805.78805759495
816,9807.36515097356
817,9809.34213857856
818,9808.55813742428
819,9818.1275087724
820,9814.50882115306
821,9817.45924698115
822,9806.62843189757
823,9812.11660145805
824,9806.38324136755
825,9812.11660145805
826,9805.96219929985
827,9818.87268679936
828,9809.34213857856
829,9814.50882115306
830,9807.34974003374
831,9827.35217770792
832,9820.24218620595
833,9824.35842819589
834,9807.36515097356
835,9808.55813742428
836,9806.09414071317
837,9812.11660145805
838,9812.11660145805
839,9821.63818893259
840,9809.34213857856
841,9805.78805759495
842,9827.51743375276
843,9808.27837131612
844,9827.51743375276
845,9806.49220123245
846,9812.11660145805
847,9826.44386292438
848,9825.73690360038
849,9812.11660145805
850,9822.76658670186
851,9806.38324136755
852,9800.78160283491
853,9791.84358918057
854,9821.63818893259
855,9827.53203445926
856,9826.88029184587
857,9808.55813742428
858,9820.24218620595
859,9812.11660145805
860,9823.88292624805
861,9813.17926495098
862,9827.35217770792
863,9817.45924698115
864,9814.50882115306
865,9807.34974003374
866,9805.96219929985
867,9806.62843189757
868,9757.79448717332
869,9805.73569855098
870,9825.73690360038
871,9810.13989654862
872,9814.50882115306
873,9807.34974003374
874,9810.13989654862
875,9812.11660145805
876,9766.51942401737
877,9822.76658670186
878,9788.80190413025
879,9812.11660145805
880,9821.63818893259
881,9807.34974003374
882,9807.34974003374
883,9806.62843189757
884,9816.0238293733
885,9805.96219929985
886,9823.88292624805
887,9812.11660145805
888,9757.47620886189
889,9807.34974003374
890,9808.55813742428
891,9805.96219929985
892,9821.63818893259
893,9827.51743375276
894,9811.81807308781
895,9805.73569855098
896,9823.10015904917
897,9820.24218620595
898,9810.13989654862
899,9827.30180066656
900,9806.49220123245
901,9814.58928870178
902,9812.11660145805
903,9812.11660145805
904,9808.27837131612
905,9827.53203445926
906,9805.78805759495
907,9814.50882115306
908,9774.1092062977
909,9811.81807308781
910,9810.13989654862
911,9827.53203445926
912,9760.57551494051
913,9810.13989654862
914,9805.78805759495
915,9824.87838373238
916,9805.73569855098
917,9813.17926495098
918,9810.53058991569
919,9803.63079930966
920,9826.24981644017
921,9827.35217770792
922,9807.36515097356
923,9821.63818893259
924,9806.49220123245
925,9810.13989654862
926,9805.73569855098
927,9825.73690360038
928,9785.76472311123
929,9806.49220123245
930,9813.89170994158
931,9805.96219929985
932,9805.73569855098
933,9821.54677757489
934,9755.67142846917
935,9805.78805759495
936,9824.35842819589
937,9816.0238293733
938,9785.76472311123
939,9805.73569855098
940,9810.13989654862
941,9826.24981644017
942,9808.27837131612
943,9818.87268679936
944,9805.96219929985
945,9817.45924698115
946,9760.57551494051
947,9816.0238293733
948,9825.73690360038
949,9774.1092062977
950,9808.55813742428
951,9805.73569855098
952,9806.38324136755
953,9820.24218620595
954,9810.13989654862
955,9805.78805759495
956,9806.62843189757
957,9807.34974003374
958,9805.96219929985
959,9818.87268679936
960,9823.10015904917
961,9756.12146715246
962,9886.46127804363
963,9808.55813742428
964,9807.34974003374
965,9825.73690360038
966,9808.55813742428
967,9814.50882115306
968,9811.81807308781
969,9805.78805759495
970,9816.09515334355
971,9809.34213857856
972,9806.09414071317
973,9810.13989654862
974,9806.09414071317
975,9806.62843189757
976,9808.55813742428
977,9805.96219929985
978,9808.55813742428
979,9788.80190413025
980,9808.27837131612
981,9806.49220123245
982,9822.76658670186
983,9805.78805759495
984,9808.55813742428
985,9806.09414071317
986,9809.34213857856
987,9826.98614032454
988,9806.49220123245
989,9808.27837131612
990,9809.34213857856
991,9823.88292624805
992,9810.53058991569
993,9812.11660145805
994,9806.62843189757
995,9818.87268679936
996,9808.55813742428
997,9805.96219929985
998,9806.09414071317
999,9827.30180066656
1000,9770.45330006243
1001,9805.73569855098
1002,9811.81807308781
1003,9827.35217770792
1004,9824.35842819589
1005,9808.55813742428
1006,9806.49220123245
1007,9822.76658670186
1008,9808.27837131612
1009,9810.13989654862
1010,9809.34213857856
1011,9805.73569855098
1012,9806.09414071317
1013,9818.87268679936
1014,9812.11660145805
1015,9823.88292624805
1016,9827.35217770792
1017,9812.11660145805
1018,9811.81807308781
1019,9826.44386292438
1020,9821.54677757489
1021,9810.53058991569
1022,9816.0238293733
1023,9816.0238293733
1024,9808.27837131612
1025,9806.62843189757
1026,9827.53203445926
1027,9805.96219929985
1028,9806.49220123245
1029,9811.52929648732
1030,9809.02148882869
1031,9814.50882115306
1032,9826.24981644017
1033,9817.45924698115
1034,9814.50882115306
1035,9820.24218620595
1036,9818.87268679936
1037,9827.35217770792
1038,9812.11660145805
1039,9808.55813742428
1040,9808.27837131612
1041,9808.27837131612
1042,9827.30180066656
1043,9806.49220123245
1044,9805.78805759495
1045,9820.24218620595
1046,9808.27837131612
1047,9806.49220123245
1048,9803.63079930966
1049,9824.35842819589
1050,9807.36515097356
1051,9812.11660145805
1052,9810.53058991569
1053,9820.24218620595
1054,9806.38324136755
1055,9825.73690360038
1056,9805.96219929985
1057,9825.73690360038
1058,9814.58928870178
1059,9819.97818692843
1060,9794.86805389357
1061,9818.87268679936
1062,9806.09414071317
1063,9788.80190413025
1064,9826.88029184587
1065,9824.87838373238
1066,9808.27837131612
1067,9827.30180066656
1068,9807.34974003374
1069,9816.09515334355
1070,9807.34974003374
1071,9816.0238293733
1072,9817.45924698115
1073,9821.54677757489
1074,9806.62843189757
1075,9806.62843189757
1076,9822.76658670186
1077,9806.49220123245
1078,9806.49220123245
1079,9806.09414071317
1080,9809.34213857856
1081,9823.88292624805
1082,9813.17926495098
1083,9813.17926495098
1084,9813.89170994158
1085,9827.51743375276
1086,9824.87838373238
1087,9811.52929648732
1088,9806.09414071317
1089,9809.34213857856
1090,9791.84358918057
1091,9809.34213857856
1092,9817.45924698115
1093,9791.84358918057
1094,9805.73569855098
1095,9810.53058991569
1096,9810.13989654862
1097,9825.73690360038
1098,9807.34974003374
1099,9806.09414071317
1100,9805.73569855098
1101,9800.78160283491
1102,9774.1092062977
1103,9808.55813742428
1104,9822.76658670186
1105,9821.54677757489
1106,9803.63079930966
1107,9808.55813742428
1108,9809.34213857856
1109,9813.17926495098
1110,9816.0238293733
1111,9808.27837131612
1112,9805.78805759495
1113,9807.34974003374
1114,9810.53058991569
1115,9806.09414071317
1116,9827.30180066656
1117,9806.49220123245
1118,9812.11660145805
1119,9811.81807308781
1120,9807.34974003374
1121,9808.27837131612
1122,9826.44386292438
1123,9805.73569855098
1124,9820.24218620595
1125,9826.98614032454
1126,9822.76658670186
1127,9808.55813742428
1128,9817.45924698115
1129,9806.09414071317
1130,9805.78805759495
1131,9807.34974003374
1132,9811.81807308781
1133,9827.30180066656
1134,9814.50882115306
1135,9810.53058991569
1136,9812.11660145805
1137,9807.36515097356
1138,9806.38324136755
1139,9810.53058991569
1140,9823.88292624805
1141,9774.1092062977
1142,9770.45330006243
1143,9807.34974003374
1144,9812.11660145805
1145,9805.78805759495
1146,9809.34213857856
1147,9824.87838373238
1148,9807.34974003374
1149,9785.76472311123
1150,9805.73569855098
1151,9814.50882115306
1152,9806.09414071317
1153,9814.58928870178
1154,9810.53058991569
1155,9805.96219929985
1156,9805.73569855098
1157,9810.13989654862
1158,9807.34974003374
1159,9827.53203445926
1160,9805.96219929985
1161,9810.53058991569
1162,9813.17926495098
1163,9811.81807308781
1164,9826.98614032454
1165,9916.59105302045
1166,9827.30180066656
1167,9806.62843189757
1168,9806.62843189757
1169,9805.73569855098
1170,9806.09414071317
1171,9929.13838526625
1172,9805.96219929985
1173,9806.09414071317
1174,9825.73690360038
1175,9820.24218620595
1176,9806.62843189757
1177,9805.96219929985
1178,9824.35842819589
1179,9812.11660145805
1180,9806.62843189757
1181,9812.11660145805
1182,9805.73569855098
1183,9812.11660145805
1184,9827.35217770792
1185,9805.73569855098
1186,9760.40831977694
1187,9814.50882115306
1188,9755.93394331123
1189,9813.17926495098
1190,9806.49220123245
1191,9827.51743375276
1192,9827.53203445926
1193,9806.62843189757
1194,9806.49220123245
1195,9805.78805759495
1196,9864.06590585899
1197,9810.13989654862
1198,9814.50882115306
1199,9811.81807308781
1200,10044.1935134876
1201,9807.34974003374
1202,9810.13989654862
1203,9806.09414071317
1204,9811.81807308781
1205,9807.34974003374
1206,9818.87268679936
1207,9808.55813742428
1208,9807.34974003374
1209,9755.67142846917
1210,9814.58928870178
1211,9826.24981644017
1212,9809.34213857856
1213,9807.36515097356
1214,9808.27837131612
1215,9820.24218620595
1216,9817.45924698115
1217,9808.55813742428
1218,9806.49220123245
1219,9806.38324136755
1220,9820.24218620595
1221,9808.55813742428
1222,9813.17926495098
1223,9810.53058991569
1224,9807.36515097356
1225,9785.76472311123
1226,9805.73569855098
1227,9821.63818893259
1228,9805.73569855098
1229,9809.34213857856
1230,9764.74163653162
1231,9805.78805759495
1232,9810.13989654862
1233,9812.11660145805
1234,9817.45924698115
1235,9759.05460112463
1236,9808.55813742428
1237,9808.27837131612
1238,9805.96219929985
1239,9807.36515097356
1240,9807.34974003374
1241,9824.35842819589
1242,9810.13989654862
1243,9807.34974003374
1244,9808.27837131612
1245,9762.40044320825
1246,9808.27837131612
1247,9824.87838373238
1248,9809.34213857856
1249,9813.17926495098
1250,9826.88029184587
1251,9812.11660145805
1252,9809.02148882869
1253,9811.81807308781
1254,9810.13989654862
1255,9823.88292624805
1256,9810.13989654862
1257,9806.09414071317
1258,9827.51743375276
1259,9808.55813742428
1260,9805.73569855098
1261,9824.35842819589
1262,9825.40904815347
1263,9810.13989654862
1264,9808.55813742428
1265,9788.80190413025
1266,9834.08915545826
1267,9819.97818692843
1268,9814.50882115306
1269,9808.55813742428
1270,9821.54677757489
1271,9805.73569855098
1272,9808.27837131612
1273,9809.34213857856
1274,9814.50882115306
1275,9807.34974003374
1276,9810.13989654862
1277,9800.78160283491
1278,9826.24981644017
1279,9823.88292624805
1280,9826.88029184587
1281,9814.58928870178
1282,9805.73569855098
1283,9806.62843189757
1284,9810.13989654862
1285,9816.0238293733
1286,9805.73569855098
1287,9809.34213857856
1288,9814.58928870178
1289,9827.51743375276
1290,9810.53058991569
1291,9760.57551494051
1292,9823.88292624805
1293,9824.87838373238
1294,9785.76472311123
1295,9810.13989654862
1296,9812.11660145805
1297,9827.35217770792
1298,9824.87838373238
1299,9813.17926495098
1300,9817.45924698115
1301,9814.58928870178
1302,9800.78160283491
1303,9764.74163653162
1304,9826.98614032454
1305,9762.339415653
1306,9998.43155938057
1307,9818.1275087724
1308,9819.97818692843
1309,9827.53203445926
1310,9826.44386292438
1311,9813.17926495098
1312,9757.79448717332
1313,9818.87268679936
1314,9760.57551494051
1315,9813.17926495098
1316,9805.73569855098
1317,9776.90373506822
1318,9811.81807308781
1319,9809.34213857856
1320,9820.24218620595
1321,9812.11660145805
1322,9812.11660145805
1323,9819.97818692843
1324,9813.17926495098
1325,9824.87838373238
1326,9756.53335891811
1327,9806.49220123245
1328,9805.78805759495
1329,9816.0238293733
1330,9823.88292624805
1331,9807.36515097356
1332,9816.0238293733
1333,9826.44386292438
1334,9760.57551494051
1335,9797.85418358722
1336,9760.57551494051
1337,9760.57551494051
1338,9806.09414071317
1339,9806.49220123245
1340,9806.62843189757
1341,9803.63079930966
1342,9806.38324136755
1343,9812.11660145805
1344,9806.62843189757
1345,9825.73690360038
1346,9803.63079930966
1347,9813.17926495098
1348,9852.15766054363
1349,9806.62843189757
1350,9827.51743375276
1351,9827.51743375276
1352,9826.98614032454
1353,9827.30180066656
1354,9814.50882115306
1355,9812.11660145805
1356,9824.87838373238
1357,9800.78160283491
1358,9760.40831977694
1359,9825.40904815347
1360,9827.53203445926
1361,9824.87838373238
1362,9826.44386292438
